Scan_Respiration_Data,Smoothed_Respiration_Data
110,109.6
110,109.6
110,109.6
110,109.5
110,109.3
109,109.1
109,108.8
108,108.5
107,108.2
108,108
107,107.8
107,107.7
107,107.6
108,107.6
108,107.7
108,107.7
108,107.8
108,108
108,108.3
108,108.5
108,108.7
109,108.9
110,109.1
110,109.2
110,109.4
110,109.5
110,109.6
109,109.7
110,109.7
109,109.8
109,110
110,110.1
110,110.1
111,110.1
112,109.9
111,109.8
110,109.7
109,109.5
108,109.3
108,109.1
108,108.9
108,108.9
108,108.9
109,109
110,109.1
111,109.2
110,109.3
110,109.5
109,109.7
109,109.9
109,110.1
110,110.3
110,110.8
111,111.3
112,111.9
113,112.5
115,113
115,113.3
115,113.6
115,113.6
114,113.5
113,113.2
113,112.7
111,112.2
111,111.8
110,111.5
110,111.4
110,111.4
111,111.3
112,111.3
113,111.2
113,111.2
112,111.1
111,111
110,110.7
110,110.3
109,109.8
109,109.3
108,108.9
108,108.6
108,108.4
108,108.2
108,108.2
108,108.2
108,108.3
108,108.4
109,108.5
109,108.5
109,108.4
109,108.3
109,108.2
108,108.1
107,108
107,108
107,108
107,108
108,107.9
109,107.8
109,107.9
109,107.9
108,107.9
107,107.9
108,107.8
107,107.6
107,107.4
107,107.3
107,107.1
107,107
107,106.7
108,106.5
106,106.3
106,106.2
105,106.2
105,106.2
105,106.4
106,106.5
107,106.8
107,107
109,107.2
109,107.3
109,107.4
108,107.3
107,107
106,106.7
106,106.2
105,105.7
104,105.3
104,104.9
104,104.6
104,104.4
105,104.3
104,104.3
104,104.4
104,104.6
105,104.7
105,104.9
105,105
106,105.1
105,105.1
106,105
106,104.7
105,104.4
104,104.1
103,103.6
102,103.2
102,102.8
102,102.4
101,102.1
101,102
102,102
102,102.2
102,102.3
103,102.4
103,102.5
104,102.5
103,102.5
103,102.5
102,102.4
101,102.2
102,102
102,101.7
101,101.6
101,101.5
101,101.4
101,101.4
102,101.3
102,101.2
101,101.2
101,101.2
101,101.1
101,101
101,100.9
101,100.8
100,100.8
100,100.9
101,101.1
101,101.4
101,101.6
102,101.8
103,102
104,102.3
103,102.5
103,102.7
102,102.9
103,103
103,103.1
103,103.2
103,103.4
103,103.5
104,103.6
105,103.6
105,103.5
104,103.5
103,103.5
103,103.6
102,103.7
103,103.8
103,104
104,104.2
105,104.5
106,104.8
107,105.1
106,105.3
106,105.5
106,105.5
105,105.4
105,105.2
105,104.9
104,104.7
104,104.4
104,104.1
104,104
104,103.9
103,103.9
103,104
104,104.2
104,104.4
105,104.7
105,105.1
106,105.6
106,106.1
107,106.4
108,106.7
108,106.8
108,106.8
107,106.7
107,106.6
106,106.3
105,105.9
105,105.6
105,105.3
104,105.1
104,105
105,105
105,105
105,105
106,104.9
106,105
105,105.1
105,105.1
104,105.1
105,105.1
105,105
105,104.9
105,104.9
105,104.9
105,104.9
105,104.7
105,104.5
105,104.2
104,104
103,103.8
103,103.5
102,103.2
103,102.9
103,102.6
102,102.4
102,102.3
102,102.2
102,102.3
102,102.3
102,102.4
102,102.6
103,102.8
103,103
104,103.3
104,103.7
104,104
104,104.3
105,104.5
106,104.6
105,104.6
105,104.6
105,104.6
104,104.5
104,104.3
104,104
104,103.9
103,103.9
103,103.9
103,104
104,104.1
105,104.3
105,104.4
105,104.6
105,104.8
106,105
105,105.1
105,105.1
105,105.1
105,105.1
105,105.1
105,105
105,105
105,105
105,105
105,105
105,105.1
105,105.2
105,105.3
105,105.4
106,105.5
106,105.6
106,105.7
106,105.9
106,106.1
106,106.3
106,106.4
107,106.5
107,106.6
107,106.7
107,106.8
107,106.9
107,107
107,107
107,107.1
107,107.2
107,107.3
107,107.3
108,107.2
108,107.1
108,106.9
107,106.6
106,106.3
106,105.9
105,105.4
104,104.9
104,104.4
103,104
103,103.7
103,103.4
103,103.2
103,103.1
103,103
103,103
103,103.1
103,103.1
103,103.1
103,103.1
104,103
103,102.9
103,102.8
103,102.6
102,102.4
102,102.2
102,101.9
101,101.8
101,101.7
101,101.6
101,101.7
102,101.8
102,101.9
102,102.2
103,102.5
103,102.8
103,103.1
104,103.3
104,103.5
104,103.7
104,103.6
104,103.4
104,103.2
104,102.8
102,102.4
101,102
101,101.7
100,101.4
100,101.3
100,101.2
101,101.3
101,101.6
103,101.9
103,102.3
103,102.7
104,103
104,103.1
104,103.3
104,103.4
103,103.5
102,103.6
103,103.6
104,103.6
104,103.7
104,103.9
104,104.2
104,104.5
105,104.7
106,104.8
106,104.9
105,105
105,105.1
105,105.2
105,105
105,104.7
105,104.4
105,104.2
103,103.9
103,103.5
103,103.1
103,102.8
102,102.6
101,102.5
101,102.6
102,102.8
103,103
104,103.2
104,103.6
105,104.1
105,104.6
105,105
106,105.2
106,105.3
106,105.3
106,105.3
105,105.3
105,105.3
104,105.1
105,104.9
105,104.8
105,104.6
104,104.6
104,104.6
105,104.6
104,104.6
105,104.7
105,104.8
104,105
105,105.3
106,105.4
106,105.6
106,105.7
107,105.7
106,105.7
106,105.6
106,105.3
105,104.9
104,104.5
104,104
103,103.5
102,103
102,102.4
102,102
101,101.7
101,101.4
100,101.2
101,101
101,100.8
101,100.6
101,100.5
100,100.3
100,100.2
100,99.9
100,99.6
99,99.3
99,99
98,98.8
98,98.7
98,98.6
98,98.5
98,98.4
99,98.3
99,98.3
99,98.4
98,98.4
98,98.4
98,98.4
99,98.4
98,98.4
98,98.5
98,98.7
99,98.9
99,99.2
100,99.4
100,99.7
100,99.9
101,100.2
101,100.4
101,100.6
100,100.7
101,100.8
101,100.9
101,100.9
101,100.9
101,100.9
101,101
101,101
101,101.1
101,101.1
101,101.1
101,101.1
102,101.1
101,101
101,101
101,100.9
101,100.7
100,100.5
101,100.3
100,100.2
99,100.1
99,99.9
100,99.8
100,99.8
100,99.7
99,99.6
100,99.6
100,99.6
100,99.6
99,99.6
99,99.6
99,99.7
100,99.7
100,99.7
100,99.7
100,99.8
100,99.9
100,100
100,100
100,100
100,100
100,99.9
100,99.8
100,99.8
100,99.8
99,99.7
99,99.6
100,99.5
100,99.4
99,99.3
99,99.2
99,99.1
99,99
99,98.8
99,98.6
98,98.5
98,98.3
98,98.1
98,98
98,97.8
97,97.5
97,97.3
98,97
97,96.7
96,96.3
96,95.9
95,95.6
95,95.3
94,94.8
94,94.4
94,94.1
94,93.8
93,93.6
93,93.3
93,93.1
93,92.9
93,92.6
92,92.3
92,92.1
92,92
91,91.8
91,91.6
91,91.4
92,91.3
91,91.3
91,91.2
91,91.2
91,91.2
92,91.2
91,91.1
91,91.1
91,91
91,90.9
91,90.8
91,90.6
90,90.6
90,90.6
90,90.6
90,90.6
91,90.7
91,90.8
91,91
91,91.3
92,91.6
92,91.8
92,92
93,92.1
93,92.3
92,92.5
93,92.7
92,93
93,93.3
93,93.6
94,93.9
95,94.5
95,95
96,95.6
96,96.2
98,96.8
98,97.3
98,97.7
99,98.1
99,98.4
99,98.7
99,98.8
99,98.9
99,99
99,99
99,99.1
99,99.2
99,99.3
99,99.5
100,99.7
100,99.9
100,100.1
101,100.3
101,100.4
101,100.5
101,100.4
101,100.3
100,100.2
100,100
99,99.8
99,99.6
99,99.4
99,99.2
99,99.1
99,99.1
99,99.2
99,99.2
99,99.2
100,99.1
100,99.1
99,99.1
99,99
98,98.9
99,98.8
99,98.6
98,98.4
98,98.2
98,98
98,97.8
98,97.6
97,97.4
97,97.3
96,97.2
97,97
97,96.9
97,96.8
97,96.8
96,96.7
97,96.6
97,96.4
97,96.2
96,96
95,95.7
95,95.5
95,95.2
95,94.9
94,94.6
94,94.3
94,94.2
94,94.1
94,93.9
93,93.7
94,93.6
94,93.5
93,93.4
93,93.3
93,93.1
93,93
93,92.7
93,92.4
92,92.1
92,91.7
91,91.2
91,90.7
90,90.2
89,89.6
88,89.2
88,88.8
88,88.5
87,88.1
88,87.8
88,87.6
88,87.4
87,87.2
87,87
87,86.9
86,86.7
86,86.5
86,86.3
86,86.2
86,86.2
86,86.2
86,86.2
86,86.2
87,86.2
87,86.2
86,86.1
86,86
86,85.8
86,85.6
85,85.2
85,84.8
84,84.5
84,84.2
83,83.9
83,83.6
83,83.4
83,83.2
83,83.1
83,83
83,83
83,83
83,82.9
83,82.8
83,82.7
83,82.7
82,82.7
82,82.7
82,82.7
83,82.7
83,82.7
83,82.8
83,82.9
83,83
83,83.1
84,83.1
83,83.1
83,83.1
83,83
83,82.9
83,82.8
83,82.6
82,82.5
82,82.4
82,82.3
82,82.2
82,82.1
82,82
82,82
82,82
82,81.9
82,81.9
82,81.8
82,81.8
81,81.8
82,81.8
81,81.9
82,82
82,82.1
82,82.3
83,82.6
83,82.8
83,83.1
84,83.2
84,83.3
84,83.3
84,83.2
83,83.1
83,83
82,82.8
82,82.6
82,82.4
82,82.2
82,82.2
82,82.1
82,82.1
82,82.1
83,82.2
82,82.3
82,82.4
82,82.6
83,82.7
83,82.8
83,82.8
84,82.9
83,83
83,83.1
83,83.1
83,83.1
83,83.1
83,83
83,83.1
83,83.2
83,83.3
83,83.4
84,83.6
84,83.8
84,84
84,84.3
85,84.6
85,84.9
85,85.1
86,85.4
86,85.6
86,85.9
86,86.2
87,86.5
86,86.9
87,87.2
88,87.7
88,88.2
89,88.8
89,89.3
91,90
91,90.8
92,91.5
92,92.3
93,93
95,93.7
95,94.2
96,94.7
96,95.2
96,95.7
96,96.1
96,96.3
97,96.5
97,96.6
97,96.7
97,96.8
97,96.9
97,97.1
97,97.2
97,97.2
97,97.2
98,97.2
98,97.2
97,97.2
97,97.2
97,97.1
97,97
97,96.9
97,96.8
96,96.9
96,97
97,97.1
97,97.5
98,97.9
98,98.4
98,99
101,100.1
101,101.1
102,102.3
102,103.4
107,104.7
107,106.1
109,107.3
109,108.5
111,109.9
112,111.3
113,112.2
113,113.2
116,114
116,114.8
116,115.3
117,115.7
117,115.6
117,115.5
116,115
116,114.5
112,113.9
112,113.2
111,112.5
111,111.8
110,111.3
110,110.9
110,111
110,111.2
111,111.5
112,111.7
113,112
114,112.2
114,112.4
113,112.4
113,112.2
112,111.9
112,111.4
110,110.7
109,109.9
109,109.2
108,108.5
107,108
106,107.5
106,107.2
106,107
107,106.8
107,106.7
107,106.7
107,106.8
107,106.9
107,106.9
107,106.7
107,106.5
107,106.3
106,106
105,105.6
105,105.2
105,104.8
104,104.6
103,104.4
103,104.3
103,104.3
105,104.4
105,104.5
105,104.6
105,104.8
106,105.1
106,105.3
105,105.4
105,105.5
106,105.5
105,105.4
106,105.3
106,105.2
105,105.1
104,105
105,104.8
105,104.7
104,104.6
104,104.5
104,104.4
104,104.4
105,104.3
105,104.1
104,104
104,103.8
104,103.6
103,103.5
103,103.3
102,103
102,102.8
103,102.5
103,102.2
102,102
102,101.8
101,101.6
101,101.4
101,101
101,100.7
100,100.6
100,100.5
99,100.5
100,100.4
101,100.4
101,100.4
101,100.5
100,100.6
101,100.6
101,100.5
101,100.3
101,100.1
99,99.9
99,99.8
99,99.6
99,99.5
99,99.5
99,99.5
99,99.7
100,99.8
101,99.9
101,100
101,100.1
100,100.2
100,100.3
100,100.2
100,100
100,99.9
100,99.8
99,99.8
99,99.8
100,99.8
100,99.8
100,99.9
100,100.1
100,100.4
100,100.8
101,101.1
102,101.4
102,101.6
103,101.8
103,102
103,102.2
102,102.3
102,102.2
102,102.1
102,102.1
102,102.1
101,102.2
101,102.4
103,102.6
103,102.8
104,102.9
104,103
104,103.2
104,103.4
103,103.5
103,103.6
103,103.7
103,103.8
104,103.9
104,104
105,104.2
105,104.4
105,104.5
105,104.6
105,104.6
105,104.7
104,104.7
104,104.7
104,104.7
105,104.7
105,104.7
105,104.8
105,105
105,105.2
105,105.4
106,105.7
106,106
106,106.3
106,106.6
108,106.8
108,107
108,106.9
108,106.8
107,106.4
107,106
105,105.3
105,104.6
102,104
102,103.4
101,103
101,102.6
102,102.5
102,102.4
103,102.6
103,102.8
104,103.1
104,103.3
104,103.4
104,103.4
104,103.3
103,103.2
103,103
102,102.7
102,102.4
102,102.1
102,101.8
101,101.5
101,101.2
101,101
101,100.8
100,100.6
100,100.4
100,100.4
100,100.4
100,100.3
100,100.2
101,100.1
101,100
100,99.8
100,99.6
99,99.4
99,99.2
98,98.9
98,98.6
98,98.4
98,98.1
98,97.9
98,97.7
98,97.6
97,97.4
97,97.2
97,97.1
97,97
96,96.9
96,96.8
97,96.7
97,96.6
97,96.5
97,96.4
96,96.3
96,96.2
96,96.1
96,96
95,95.9
95,95.8
96,95.8
96,95.8
96,95.7
96,95.6
96,95.5
96,95.4
95,95.2
95,95
94,94.9
94,94.8
94,94.7
94,94.6
95,94.5
95,94.4
95,94.4
95,94.4
94,94.4
94,94.4
94,94.3
94,94.2
94,94.1
94,94
94,94
94,94.1
94,94.2
94,94.3
94,94.4
95,94.7
95,95
95,95.4
95,95.8
97,96.2
97,96.6
98,97.1
98,97.6
98,98.1
98,98.6
100,99
100,99.4
100,99.9
100,100.4
101,101
101,101.6
103,102
103,102.5
104,103
104,103.6
104,104.1
105,104.6
105,104.8
106,104.9
106,104.9
106,104.9
105,104.9
104,104.8
104,104.7
104,104.7
104,104.7
104,104.9
104,105.2
106,105.7
106,106.2
108,106.7
108,107.2
109,107.6
109,108
109,108
109,108
108,107.7
108,107.4
106,106.9
106,106.4
105,105.9
105,105.4
104,105.2
104,105
104,105
104,105
106,105.1
106,105.3
106,105.6
106,105.8
106,106
107,106.1
107,106
106,105.9
106,105.8
105,105.8
105,105.8
105,105.7
105,105.6
106,105.7
106,105.8
106,105.9
106,106
107,106.1
107,106.2
106,106.3
106,106.4
106,106.5
106,106.6
107,106.6
107,106.6
107,106.6
107,106.6
107,106.5
107,106.4
106,106.2
106,106
105,105.8
105,105.6
105,105.4
105,105.1
105,104.9
105,104.7
105,104.6
104,104.6
104,104.6
104,104.5
104,104.4
105,104.4
105,104.4
104,104.5
104,104.6
105,104.7
105,104.8
105,104.7
105,104.6
105,104.5
105,104.4
104,104.1
104,103.8
103,103.5
103,103.2
102,102.8
102,102.4
102,102.1
102,101.7
101,101.4
101,101.1
101,100.9
100,100.7
100,100.5
100,100.2
100,100
100,99.8
100,99.6
99,99.4
99,99.2
99,98.9
99,98.6
98,98.2
98,97.8
97,97.5
97,97.2
96,96.9
96,96.6
96,96.3
96,96
96,95.8
96,95.6
95,95.4
95,95.2
95,94.8
95,94.4
94,93.9
94,93.4
92,92.9
92,92.4
91,91.9
91,91.5
90,91.2
90,90.9
90,90.8
91,90.8
91,90.9
91,90.9
91,91
92,91.1
92,91.2
91,91.2
91,91.2
91,91.2
91,91.2
91,91.1
91,91
91,91
91,91
91,91
91,91
91,91.1
91,91.2
91,91.3
91,91.4
92,91.5
92,91.6
92,91.7
92,91.7
92,91.7
92,91.8
92,91.8
91,91.8
91,91.8
92,91.9
92,92
92,92.2
92,92.4
93,92.7
93,93
94,93.3
94,93.6
94,94
94,94.4
95,94.7
95,95
96,95.3
96,95.6
96,95.9
96,96.2
97,96.6
97,97
97,97.5
97,98
99,98.9
99,99.8
101,100.8
101,102
105,103.3
105,104.5
107,105.5
109,106.5
110,107.2
109,107.9
109,108.1
109,108.2
108,108.1
108,107.6
107,107
106,106.4
106,105.8
104,105.2
104,104.7
103,104.2
103,103.8
103,103.6
103,103.4
103,103.5
103,103.6
104,103.8
104,104
105,104.2
105,104.4
105,104.5
105,104.6
105,104.6
105,104.6
104,104.6
104,104.6
104,104.6
104,104.5
105,104.5
105,104.5
105,104.6
104,104.7
105,104.7
105,104.7
105,104.6
105,104.5
104,104.4
104,104.4
104,104.3
104,104.2
104,104.1
104,104
104,104
104,104.1
104,104.2
104,104.3
104,104.4
105,104.4
105,104.4
105,104.3
105,104.2
104,104.1
104,104
103,103.8
103,103.6
103,103.4
103,103.2
103,103.2
103,103.2
103,103.3
103,103.3
104,103.2
104,103.1
104,103
103,102.9
102,102.8
102,102.7
102,102.5
102,102.3
102,102.1
102,101.9
102,101.8
102,101.7
102,101.6
101,101.4
101,101.2
101,100.9
101,100.6
100,100.2
100,99.8
99,99.4
99,99
98,98.6
98,98.2
97,97.7
97,97.2
97,96.9
97,96.6
95,96.4
95,96.2
96,96.1
96,95.9
96,95.8
96,95.7
96,95.8
95,95.9
96,95.9
96,95.9
96,95.8
96,95.7
96,95.6
96,95.5
95,95.3
95,95.1
95,94.9
94,94.6
94,94.3
94,94.1
94,94
93,93.9
93,93.8
94,93.8
94,93.8
94,93.7
94,93.6
94,93.5
94,93.4
93,93.1
93,92.9
92,92.7
92,92.5
91,92.3
92,92.2
92,92.2
92,92.3
92,92.5
93,92.7
93,93
94,93.2
94,93.3
94,93.4
94,93.5
94,93.6
93,93.7
93,93.7
93,93.7
94,93.7
94,93.7
94,93.8
94,94
94,94.2
94,94.4
95,94.5
95,94.6
95,94.8
95,95
95,95.2
95,95.4
96,95.5
96,95.7
96,96
96,96.3
96,96.7
97,97.2
98,97.7
98,98.2
99,98.7
100,99.2
101,99.7
101,100
101,100.2
101,100.3
101,100.3
100,100.3
100,100.2
99,100.2
99,100.2
100,100.4
100,100.6
101,100.9
101,101.2
103,101.6
103,102
103,102.3
103,102.6
103,102.9
103,103.2
103,103.4
103,103.6
104,103.8
104,104
105,104.2
105,104.4
105,104.5
105,104.5
105,104.4
105,104.3
104,104
103,103.7
103,103.4
103,103.1
102,102.8
102,102.5
102,102.3
102,102.1
102,101.9
102,101.7
102,101.6
101,101.4
101,101.2
101,101
101,100.7
100,100.4
100,100.1
100,99.9
99,99.7
99,99.5
99,99.4
99,99.4
99,99.4
99,99.4
100,99.6
100,99.8
100,100.1
100,100.3
101,100.5
101,100.7
102,100.9
101,101.1
101,101.2
101,101.3
102,101.3
102,101.4
101,101.3
101,101.3
101,101.3
102,101.2
101,101
101,100.8
101,100.8
100,100.8
100,100.8
100,100.7
101,100.8
101,100.9
101,101.1
101,101.4
102,101.8
102,102.2
103,102.6
103,103.1
104,103.6
104,104.2
105,104.8
106,105.4
106,105.9
107,106.4
108,106.7
108,106.9
108,107
108,106.9
107,106.8
106,106.5
106,106.1
105,105.7
105,105.3
104,104.9
104,104.6
104,104.4
104,104.2
104,103.8
104,103.4
104,103.1
104,102.8
101,102.4
101,102
101,101.6
101,101.5
100,101.4
100,101.3
100,101.5
103,101.7
103,101.9
103,102.2
103,102.5
103,102.8
103,103.1
104,103.1
103,103.1
103,103.1
103,103.1
103,103.5
103,104.9
103,106.9
103,108.8
107,110.9
117,113
124,115
122,116.8
124,118.2
124,118.5
123,117.8
121,116
117,113.3
106,110.8
100,108.1
99,105.5
97,102.9
97,100.5
97,98.4
98,97.4
97,97
97,96.7
96,96.7
96,96.7
96,96.7
96,96.7
97,96.9
97,97.1
97,97.3
98,97.4
99,97.4
99,97.4
98,97.3
97,97.1
96,96.9
96,96.7
96,96.5
95,96.4
95,96.5
96,96.6
97,96.9
98,97.1
99,97.3
98,97.5
99,97.7
98,97.7
98,97.6
97,97.4
97,97.1
96,96.9
96,96.6
96,96.5
96,96.3
96,96.2
96,96
97,95.9
96,95.8
96,95.8
95,95.8
95,95.8
95,95.8
96,95.8
96,96
96,96.1
96,96.3
97,96.5
98,96.7
97,96.8
97,96.9
97,97
97,97
97,97
97,96.9
97,96.9
96,96.9
97,96.9
97,96.9
97,96.9
97,96.9
97,97
97,97.3
97,97.5
97,97.7
98,98
99,98.3
99,98.6
99,98.8
100,99
100,99.1
100,99.1
99,99
99,98.8
98,98.7
98,98.4
98,98.1
97,97.8
98,97.7
97,97.6
97,97.7
97,97.8
98,97.9
98,98.1
99,98.3
99,98.6
99,99
99,99.4
100,99.7
100,100
101,100.2
101,100.4
101,100.7
101,100.9
101,101
101,101
102,100.9
101,100.8
101,100.7
100,100.6
100,100.5
100,100.3
100,100.1
100,100
100,99.9
99,99.9
100,99.9
100,100
100,100.1
100,100.3
100,100.5
101,100.9
101,101.2
102,101.5
102,101.8
103,102.1
103,102.4
103,102.6
103,102.8
103,102.8
103,102.8
103,102.7
103,102.6
102,102.5
102,102.4
102,102.3
102,102.3
102,102.3
102,102.3
102,102.4
103,102.5
103,102.6
103,102.8
103,103
103,103.2
103,103.3
104,103.3
104,103.4
104,103.4
103,103.4
103,103.4
104,103.4
103,103.3
103,103.3
103,103.3
103,103.4
103,103.5
104,103.5
104,103.5
104,103.5
104,103.5
104,103.5
103,103.5
103,103.4
103,103.3
103,103.2
103,103.1
103,103
103,103.1
103,103.2
103,103.3
103,103.4
104,103.5
104,103.6
104,103.8
104,104
104,104.2
104,104.3
105,104.3
105,104.3
105,104.3
104,104.2
104,104
104,103.7
104,103.3
103,102.9
102,102.4
101,102
101,101.6
101,101.3
100,101.1
100,101
100,101.1
101,101.4
102,101.8
102,102.2
103,102.7
104,103.2
105,103.8
105,104.3
105,104.6
105,104.8
106,104.9
106,104.8
105,104.6
104,104.3
104,104
103,103.7
103,103.3
102,102.9
102,102.6
102,102.4
102,102.2
102,102.1
102,102
102,102
102,102
102,102
102,102
102,102
102,102
102,102
102,102
102,102
102,101.9
102,101.7
102,101.5
102,101.3
101,101
100,100.6
100,100.2
100,99.8
99,99.4
98,99
98,98.8
98,98.7
98,98.6
98,98.5
99,98.5
99,98.6
99,98.8
99,99
99,99.1
99,99.3
100,99.3
100,99.3
99,99.3
100,99.3
99,99.2
99,99.2
99,99.1
99,99
98,99
99,99
99,99
99,98.9
99,98.8
100,98.6
99,98.4
98,98
98,97.6
97,97.2
96,96.8
95,96.2
95,95.7
95,95.3
95,94.9
94,94.6
94,94.4
94,94.4
94,94.4
94,94.4
94,94.5
95,94.6
95,94.7
95,94.8
96,94.8
95,94.7
95,94.6
95,94.4
94,94.2
93,94.1
93,93.8
93,93.6
93,93.3
94,93
93,92.7
93,92.5
92,92.3
92,92.1
91,91.8
91,91.4
91,91.3
91,91.2
90,91.2
90,91.2
92,91.2
92,91.3
92,91.5
92,91.7
91,91.9
92,92.2
93,92.3
93,92.3
92,92.3
93,92.4
93,92.6
92,92.7
92,92.8
93,92.8
93,93
93,93.2
94,93.4
93,93.7
94,94
95,94.2
95,94.4
95,94.6
95,94.8
95,95.1
95,95.3
95,95.4
96,95.5
96,95.6
96,95.7
96,95.9
96,96.1
96,96.4
96,96.5
97,96.6
97,96.8
98,97.1
97,97.4
97,97.7
98,98.1
99,98.4
99,98.8
99,99.1
100,99.5
100,99.8
101,100.1
101,100.3
101,100.4
100,100.6
101,100.7
101,100.8
100,100.9
101,101
101,101.2
101,101.5
102,101.7
102,102
103,102.4
103,102.7
103,103
104,103.3
104,103.6
104,103.9
104,104.2
104,104.5
105,104.9
105,105.2
106,105.6
106,106
107,106.4
107,106.8
108,107
108,107.1
108,107
108,106.8
107,106.5
106,106.2
105,105.7
104,105.2
104,104.7
104,104.2
103,103.9
103,103.7
103,103.6
103,103.6
104,103.6
104,103.6
104,103.7
104,103.7
104,103.6
104,103.5
104,103.2
103,102.9
102,102.5
102,102.1
101,101.7
101,101.4
100,101.3
100,101.3
100,101.5
101,101.7
103,102.1
103,102.5
104,103
104,103.5
105,104
105,104.4
105,104.6
105,104.8
105,104.9
105,105
105,105
105,105
105,105
105,104.9
105,104.7
105,104.6
105,104.5
104,104.5
103,104.5
104,104.5
104,104.5
105,104.5
105,104.4
105,104.4
105,104.4
105,104.3
104,104.2
104,104
103,103.7
103,103.5
103,103.4
103,103.3
102,103.3
103,103.3
104,103.4
104,103.5
104,103.6
104,103.7
104,103.8
104,103.7
104,103.4
104,103
103,102.6
102,102.1
101,101.6
100,101
100,100.5
99,100
99,99.6
